; Sample Rate 48000
; Channels 1
0 0.0586674
2.08333e-05 -0.383858
4.16667e-05 -0.0142544
6.25e-05 -0.158496
8.33333e-05 0.0483214
0.000104167 -0.125642
0.000125 0.313303
0.000145833 0.0906627
0.000166667 0.108603
0.0001875 0.0694604
0.000208333 0.187223
0.000229167 -0.334289
0.00025 -0.115706
0.000270833 -0.0759321
0.000291667 -0.3269
0.0003125 -0.157972
0.000333333 0.183814
0.000354167 -0.027408
0.000375 -0.249894
0.000395833 0.433009
0.000416667 0.278141
0.0004375 0.176528
0.000458333 0.152094
0.000479167 0.182438
0.0005 0.164251
0.000520833 -0.0544302
0.000541667 0.124168
0.0005625 -0.0271105
0.000583333 -0.154106
0.000604167 0.0771637
0.000625 -0.381198
0.000645833 0.0254965
0.000666667 -0.144531
0.0006875 0.0727019
0.000708333 -0.0582082
0.000729167 -0.397238
0.00075 0.132331
0.000770833 0.0234952
0.000791667 -0.189239
0.0008125 -0.281778
0.000833333 -0.204269
0.000854167 -0.211889
0.000875 -0.118187
0.000895833 0.17439
0.000916667 0.31812
0.0009375 -0.0826134
0.000958333 -0.222401
0.000979167 -0.238131
0.001 -0.0497211
0.00102083 0.197707
0.00104167 0.0981429
0.0010625 0.253099
0.00108333 0.322494
0.00110417 0.0842821
0.001125 -0.309678
0.00114583 0.296412
0.00116667 0.328958
0.0011875 -0.113475
0.00120833 0.114466
0.00122917 0.158656
0.00125 -0.082266
0.00127083 0.240548
0.00129167 0.0441109
0.0013125 -0.0259055
0.00133333 0.209137
0.00135417 0.0259793
0.001375 -0.536019
0.00139583 0.304998
0.00141667 0.141989
0.0014375 0.437982
0.00145833 -0.154374
0.00147917 0.0738319
0.0015 0.00948592
0.00152083 -0.174209
0.00154167 0.0219423
0.0015625 0.190046
0.00158333 0.296091
0.00160417 -0.0629479
0.001625 0.183336
0.00164583 -0.153401
0.00166667 -0.22801
0.0016875 -0.203062
0.00170833 -0.0891058
0.00172917 0.172671
0.00175 0.272646
0.00177083 -0.0790112
0.00179167 -0.0579686
0.0018125 -0.0557114
0.00183333 -0.421596
0.00185417 -0.501055
0.001875 0.189679
0.00189583 -0.0652725
0.00191667 -0.308446
0.0019375 0.210393
0.00195833 -0.0117858
0.00197917 -0.103389
0.002 0.0377029
0.00202083 0.137744
0.00204167 0.027476
0.0020625 0.424005
0.00208333 -0.173089
0.00210417 -0.248017
0.002125 -0.000721777
0.00214583 0.0326591
0.00216667 0.254583
0.0021875 0.0164101
0.00220833 0.00454697
0.00222917 0.189316
0.00225 -0.0402396
0.00227083 0.378343
0.00229167 -0.101483
0.0023125 -0.14142
0.00233333 -0.120511
0.00235417 0.281034
0.002375 0.208025
0.00239583 -0.103249
0.00241667 -0.0596686
0.0024375 -0.214444
0.00245833 0.389999
0.00247917 -0.0577239
0.0025 0.205682
0.00252083 0.0983948
0.00254167 0.0411949
0.0025625 0.0572783
0.00258333 0.237223
0.00260417 0.278714
0.002625 0.0594726
0.00264583 -0.0428832
0.00266667 0.174662
0.0026875 0.0770341
0.00270833 0.171355
0.00272917 0.0416782
0.00275 -0.286481
0.00277083 -0.103125
0.00279167 -0.0754621
0.0028125 0.20545
0.00283333 0.194158
0.00285417 0.0152412
0.002875 0.267634
0.00289583 -0.140007
0.00291667 -0.0454563
0.0029375 0.161644
0.00295833 -0.0847747
0.00297917 0.430917
0.003 0.337205
0.00302083 0.0826938
0.00304167 -0.0898632
0.0030625 0.0372264
0.00308333 0.474183
0.00310417 -0.0281723
0.003125 0.124041
0.00314583 -0.0396508
0.00316667 0.000993214
0.0031875 -0.142976
0.00320833 0.13968
0.00322917 0.378931
0.00325 0.322794
0.00327083 -0.0934979
0.00329167 0.0873813
0.0033125 0.197202
0.00333333 0.457937
0.00335417 0.261364
0.003375 0.123078
0.00339583 -0.025234
0.00341667 -0.0866888
0.0034375 0.0370928
0.00345833 0.0169433
0.00347917 -0.133498
0.0035 0.0470927
0.00352083 0.215062
0.00354167 -0.0725148
0.0035625 -0.34805
0.00358333 0.285783
0.00360417 0.140826
0.003625 -0.192585
0.00364583 0.174307
0.00366667 0.196107
0.0036875 0.405026
0.00370833 0.046278
0.00372917 0.188178
0.00375 0.105554
0.00377083 -0.153275
0.00379167 -0.288109
0.0038125 -0.0390839
0.00383333 0.270689
0.00385417 0.00156922
0.003875 -0.0520887
0.00389583 -0.0686609
0.00391667 0.327222
0.0039375 -0.190353
0.00395833 -0.0359875
0.00397917 -0.109134
0.004 -0.0134411
0.00402083 -0.537175
0.00404167 0.359585
0.0040625 -0.120019
0.00408333 0.179178
0.00410417 -0.236288
0.004125 -0.0474208
0.00414583 0.208446
0.00416667 0.115863
0.0041875 -0.0873583
0.00420833 0.25465
0.00422917 0.234927
0.00425 -0.0296353
0.00427083 -0.196443
0.00429167 -0.541503
0.0043125 0.0254294
0.00433333 -0.0238944
0.00435417 -0.221949
0.004375 0.269048
0.00439583 0.281005
0.00441667 0.185062
0.0044375 0.3049
0.00445833 0.0864553
0.00447917 0.170044
0.0045 -0.0402638
0.00452083 -0.0871835
0.00454167 -0.0769231
0.0045625 0.0877893
0.00458333 -0.261163
0.00460417 0.129031
